Date,Consumption,Hour
20.05.2016,32878.9,S9
20.05.2016,33819.3,S10
20.05.2016,34370.0,S11
20.05.2016,32197.9,S12
20.05.2016,31165.3,S13
20.05.2016,33005.4,S14
20.05.2016,33065.0,S15
20.05.2016,33104.9,S16
20.05.2016,32265.0,S17
20.05.2016,31336.9,S18
20.05.2016,31015.8,S19
20.05.2016,32454.9,S20
20.05.2016,32108.2,S21
20.05.2016,31804.4,S22
20.05.2016,29501.1,S23
21.05.2016,28128.1,S0
21.05.2016,26705.4,S1
21.05.2016,25796.3,S2
21.05.2016,24954.7,S3
21.05.2016,24835.3,S4
21.05.2016,24019.1,S5
21.05.2016,23772.5,S6
21.05.2016,25288.3,S7
21.05.2016,29261.1,S8
21.05.2016,31225.3,S9
21.05.2016,32303.2,S10
21.05.2016,32814.8,S11
21.05.2016,31426.2,S12
21.05.2016,31656.2,S13
21.05.2016,31514.0,S14
21.05.2016,31025.8,S15
21.05.2016,30662.5,S16
21.05.2016,29866.2,S17
21.05.2016,29571.3,S18
21.05.2016,29902.5,S19
21.05.2016,31197.8,S20
21.05.2016,30779.6,S21
21.05.2016,30107.6,S22
21.05.2016,28551.5,S23
22.05.2016,26738.4,S0
22.05.2016,25270.1,S1
22.05.2016,24140.8,S2
22.05.2016,23405.9,S3
22.05.2016,23035.1,S4
22.05.2016,22101.1,S5
22.05.2016,21392.0,S6
22.05.2016,22244.6,S7
22.05.2016,23602.0,S8
22.05.2016,25159.8,S9
22.05.2016,26517.7,S10
22.05.2016,27214.8,S11
22.05.2016,26462.0,S12
22.05.2016,26666.7,S13
22.05.2016,26752.2,S14
22.05.2016,26694.4,S15
22.05.2016,26638.7,S16
22.05.2016,26363.5,S17
22.05.2016,26439.2,S18
22.05.2016,27522.8,S19
22.05.2016,28973.3,S20
22.05.2016,28849.9,S21
22.05.2016,28520.2,S22
22.05.2016,26798.3,S23
23.05.2016,25249.5,S0
23.05.2016,23995.8,S1
23.05.2016,23221.0,S2
23.05.2016,22748.0,S3
23.05.2016,22715.3,S4
23.05.2016,22287.9,S5
23.05.2016,22488.0,S6
23.05.2016,25053.0,S7
23.05.2016,30128.2,S8
23.05.2016,32977.1,S9
23.05.2016,33746.1,S10
23.05.2016,34265.8,S11
23.05.2016,32452.2,S12
23.05.2016,32940.8,S13
23.05.2016,33658.0,S14
23.05.2016,33453.2,S15
23.05.2016,33210.6,S16
23.05.2016,32388.1,S17
23.05.2016,31178.1,S18
23.05.2016,31231.7,S19
23.05.2016,32283.7,S20
23.05.2016,32168.3,S21
23.05.2016,31388.5,S22
23.05.2016,29763.0,S23
24.05.2016,27786.5,S0
24.05.2016,26336.2,S1
24.05.2016,25379.2,S2
24.05.2016,24923.9,S3
24.05.2016,24660.0,S4
24.05.2016,24143.0,S5
24.05.2016,24363.9,S6
24.05.2016,26504.5,S7
24.05.2016,30730.8,S8
24.05.2016,32863.4,S9
24.05.2016,33524.0,S10
24.05.2016,33765.9,S11
24.05.2016,31798.3,S12
24.05.2016,32494.7,S13
24.05.2016,33192.7,S14
24.05.2016,33127.2,S15
24.05.2016,33065.8,S16
24.05.2016,32110.9,S17
24.05.2016,30868.5,S18
24.05.2016,30879.2,S19
24.05.2016,32343.5,S20
24.05.2016,32251.0,S21
24.05.2016,31616.5,S22
24.05.2016,29745.6,S23
25.05.2016,27712.8,S0
25.05.2016,26256.6,S1
25.05.2016,25448.5,S2
25.05.2016,24924.0,S3
25.05.2016,24892.4,S4
25.05.2016,24346.6,S5
25.05.2016,24620.7,S6
25.05.2016,26736.0,S7
25.05.2016,30977.0,S8
25.05.2016,33188.0,S9
25.05.2016,33859.4,S10
25.05.2016,34317.8,S11
25.05.2016,32139.4,S12
25.05.2016,32680.1,S13
25.05.2016,33379.8,S14
25.05.2016,33208.7,S15
25.05.2016,33082.0,S16
25.05.2016,32086.5,S17
25.05.2016,30990.2,S18
25.05.2016,30947.4,S19
25.05.2016,32405.1,S20
25.05.2016,32093.3,S21
25.05.2016,31508.6,S22
25.05.2016,29783.5,S23
26.05.2016,27920.2,S0
26.05.2016,26558.1,S1
26.05.2016,25669.3,S2
26.05.2016,25167.9,S3
26.05.2016,24906.8,S4
26.05.2016,24424.9,S5
26.05.2016,24568.7,S6
26.05.2016,26809.1,S7
26.05.2016,31017.6,S8
26.05.2016,33397.7,S9
26.05.2016,33796.1,S10
26.05.2016,34395.5,S11
26.05.2016,32285.2,S12
26.05.2016,32932.7,S13
26.05.2016,33484.9,S14
26.05.2016,33091.0,S15
26.05.2016,33097.7,S16
26.05.2016,32388.0,S17
26.05.2016,31063.1,S18
26.05.2016,31030.1,S19
26.05.2016,32099.6,S20
26.05.2016,31691.9,S21
26.05.2016,31653.9,S22
26.05.2016,29723.7,S23
27.05.2016,27847.5,S0
27.05.2016,26337.3,S1
27.05.2016,25416.3,S2
27.05.2016,24799.6,S3
27.05.2016,24615.6,S4
27.05.2016,23989.7,S5
27.05.2016,24092.3,S6
27.05.2016,25779.1,S7
27.05.2016,30490.3,S8
27.05.2016,32891.3,S9
27.05.2016,33787.0,S10
27.05.2016,34200.2,S11
27.05.2016,32232.5,S12
27.05.2016,31333.3,S13
27.05.2016,33033.7,S14
27.05.2016,32781.5,S15
27.05.2016,32742.0,S16
27.05.2016,32081.6,S17
27.05.2016,30754.9,S18
27.05.2016,30602.6,S19
27.05.2016,31649.8,S20
27.05.2016,31512.6,S21
27.05.2016,31154.0,S22
27.05.2016,29632.7,S23
28.05.2016,27678.1,S0
28.05.2016,26284.3,S1
28.05.2016,25294.6,S2
28.05.2016,24562.9,S3
28.05.2016,24320.1,S4
28.05.2016,23609.6,S5
28.05.2016,23447.2,S6
28.05.2016,24702.6,S7
28.05.2016,28652.8,S8
28.05.2016,31285.1,S9
28.05.2016,32393.3,S10
28.05.2016,33026.9,S11
28.05.2016,31660.8,S12
28.05.2016,31674.2,S13
28.05.2016,31522.3,S14
28.05.2016,30888.0,S15
28.05.2016,30258.1,S16
28.05.2016,29384.7,S17
28.05.2016,28789.8,S18
28.05.2016,29046.1,S19
28.05.2016,30368.2,S20
28.05.2016,30152.0,S21
28.05.2016,29834.6,S22
28.05.2016,28255.3,S23
29.05.2016,26559.8,S0
29.05.2016,24945.2,S1
29.05.2016,23715.2,S2
29.05.2016,22956.9,S3
29.05.2016,22766.5,S4
29.05.2016,21765.6,S5
29.05.2016,20938.5,S6
29.05.2016,21491.3,S7
29.05.2016,23014.5,S8
29.05.2016,24955.4,S9
29.05.2016,26293.8,S10
29.05.2016,27225.3,S11
29.05.2016,26530.6,S12
29.05.2016,26927.8,S13
29.05.2016,26850.7,S14
29.05.2016,26773.5,S15
29.05.2016,26524.5,S16
29.05.2016,26165.1,S17
29.05.2016,26232.2,S18
29.05.2016,26745.3,S19
29.05.2016,28520.7,S20
29.05.2016,28887.1,S21
29.05.2016,28618.1,S22
29.05.2016,26677.5,S23
30.05.2016,25277.8,S0
30.05.2016,23774.2,S1
30.05.2016,22830.6,S2
30.05.2016,22426.4,S3
30.05.2016,22190.6,S4
30.05.2016,21744.9,S5
30.05.2016,22191.2,S6
30.05.2016,24818.0,S7
30.05.2016,29859.0,S8
30.05.2016,32511.7,S9
30.05.2016,33473.3,S10
30.05.2016,34543.1,S11
30.05.2016,32547.9,S12
30.05.2016,33332.3,S13
30.05.2016,34119.2,S14
30.05.2016,33667.5,S15
30.05.2016,33942.9,S16
30.05.2016,33037.4,S17
30.05.2016,31468.6,S18
30.05.2016,31183.0,S19
30.05.2016,32103.9,S20
30.05.2016,31908.5,S21
30.05.2016,31357.6,S22
30.05.2016,29294.5,S23
31.05.2016,27605.7,S0
31.05.2016,26141.6,S1
31.05.2016,25240.7,S2
31.05.2016,24442.8,S3
31.05.2016,24473.7,S4
31.05.2016,24007.5,S5
31.05.2016,24260.4,S6
31.05.2016,26520.7,S7
31.05.2016,30986.4,S8
31.05.2016,33578.8,S9
31.05.2016,34368.1,S10
31.05.2016,35188.1,S11
31.05.2016,33046.9,S12
31.05.2016,33989.6,S13
31.05.2016,34918.1,S14
31.05.2016,34549.7,S15
31.05.2016,34464.4,S16
31.05.2016,33491.8,S17
31.05.2016,32078.7,S18
31.05.2016,31628.3,S19
31.05.2016,32747.9,S20
31.05.2016,32803.5,S21
31.05.2016,32231.3,S22
31.05.2016,30565.8,S23
01.06.2016,28376.2,S0
01.06.2016,26746.1,S1
01.06.2016,25697.5,S2
01.06.2016,25063.0,S3
01.06.2016,24923.3,S4
01.06.2016,24205.5,S5
01.06.2016,24592.4,S6
01.06.2016,26509.0,S7
01.06.2016,30881.0,S8
01.06.2016,33605.7,S9
01.06.2016,34626.4,S10
01.06.2016,35424.0,S11
01.06.2016,33647.8,S12
01.06.2016,34443.5,S13
01.06.2016,35207.3,S14
01.06.2016,34965.8,S15
01.06.2016,34429.0,S16
01.06.2016,33481.0,S17
01.06.2016,32009.6,S18
01.06.2016,31828.2,S19
01.06.2016,32886.0,S20
01.06.2016,32914.2,S21
01.06.2016,32421.2,S22
01.06.2016,30710.3,S23
02.06.2016,28634.8,S0
02.06.2016,26977.6,S1
02.06.2016,26061.4,S2
02.06.2016,25249.1,S3
02.06.2016,24993.3,S4
02.06.2016,24413.2,S5
02.06.2016,24653.6,S6
02.06.2016,27138.7,S7
02.06.2016,31024.5,S8
02.06.2016,34531.9,S9
02.06.2016,35298.8,S10
02.06.2016,35958.2,S11
02.06.2016,34544.1,S12
02.06.2016,35144.0,S13
02.06.2016,35964.1,S14
02.06.2016,35465.6,S15
02.06.2016,35166.5,S16
02.06.2016,34107.3,S17
02.06.2016,32726.5,S18
02.06.2016,32416.3,S19
02.06.2016,33378.1,S20
02.06.2016,33619.8,S21
02.06.2016,32818.7,S22
02.06.2016,31328.5,S23
03.06.2016,28964.6,S0
03.06.2016,27152.3,S1
03.06.2016,26108.9,S2
03.06.2016,25354.1,S3
03.06.2016,25122.1,S4
03.06.2016,24465.3,S5
03.06.2016,24725.8,S6
03.06.2016,26896.5,S7
03.06.2016,31409.7,S8
03.06.2016,34243.5,S9
03.06.2016,35409.5,S10
03.06.2016,35774.6,S11
03.06.2016,34172.6,S12
03.06.2016,33469.3,S13
03.06.2016,35387.6,S14
03.06.2016,34975.5,S15
03.06.2016,34439.6,S16
03.06.2016,32966.4,S17
03.06.2016,31057.6,S18
03.06.2016,30766.1,S19
03.06.2016,32082.2,S20
03.06.2016,32513.3,S21
03.06.2016,32115.2,S22
03.06.2016,30582.4,S23
04.06.2016,28487.1,S0
04.06.2016,26999.0,S1
04.06.2016,26003.4,S2
04.06.2016,25198.5,S3
04.06.2016,24874.4,S4
04.06.2016,24104.5,S5
04.06.2016,23957.1,S6
04.06.2016,25323.3,S7
04.06.2016,29419.9,S8
04.06.2016,32120.7,S9
04.06.2016,33179.6,S10
04.06.2016,34038.0,S11
04.06.2016,32822.6,S12
04.06.2016,32806.1,S13
04.06.2016,32724.8,S14
04.06.2016,31858.5,S15
04.06.2016,31209.9,S16
04.06.2016,30187.6,S17
04.06.2016,29708.9,S18
04.06.2016,29794.6,S19
04.06.2016,31213.6,S20
04.06.2016,31363.1,S21
04.06.2016,30953.7,S22
04.06.2016,29507.7,S23
05.06.2016,27424.3,S0
05.06.2016,25775.1,S1
05.06.2016,24568.5,S2
05.06.2016,23735.4,S3
05.06.2016,23428.1,S4
05.06.2016,22267.1,S5
05.06.2016,21842.5,S6
05.06.2016,22350.3,S7
05.06.2016,23931.2,S8
05.06.2016,25792.9,S9
05.06.2016,27413.8,S10
05.06.2016,27970.6,S11
05.06.2016,27863.7,S12
05.06.2016,28034.0,S13
05.06.2016,27883.4,S14
05.06.2016,27437.7,S15
05.06.2016,27177.6,S16
05.06.2016,26779.5,S17
05.06.2016,26991.0,S18
05.06.2016,27697.7,S19
05.06.2016,29464.1,S20
05.06.2016,30312.7,S21
05.06.2016,29892.7,S22
05.06.2016,28621.5,S23
06.06.2016,27231.5,S0
06.06.2016,26151.4,S1
06.06.2016,25848.6,S2
06.06.2016,24769.8,S3
06.06.2016,23620.7,S4
06.06.2016,22172.7,S5
06.06.2016,22280.3,S6
06.06.2016,24482.1,S7
06.06.2016,29478.3,S8
06.06.2016,32361.6,S9
06.06.2016,33620.3,S10
06.06.2016,34770.8,S11
06.06.2016,33519.7,S12
06.06.2016,34255.1,S13
06.06.2016,35001.3,S14
06.06.2016,34723.5,S15
06.06.2016,34293.8,S16
06.06.2016,33376.8,S17
06.06.2016,32340.8,S18
06.06.2016,32236.4,S19
06.06.2016,31477.3,S20
06.06.2016,31939.2,S21
06.06.2016,32103.9,S22
06.06.2016,30841.8,S23
07.06.2016,29224.1,S0
07.06.2016,28366.6,S1
07.06.2016,27555.8,S2
07.06.2016,26652.3,S3
07.06.2016,25569.9,S4
07.06.2016,24138.6,S5
07.06.2016,23922.9,S6
07.06.2016,25429.7,S7
07.06.2016,29379.5,S8
07.06.2016,31704.3,S9
07.06.2016,32939.0,S10
07.06.2016,33708.9,S11
07.06.2016,32565.5,S12
07.06.2016,33112.7,S13
07.06.2016,33851.3,S14
07.06.2016,33428.1,S15
07.06.2016,33131.0,S16
07.06.2016,32141.5,S17
07.06.2016,31455.6,S18
07.06.2016,31494.7,S19
07.06.2016,31037.1,S20
07.06.2016,31732.0,S21
07.06.2016,32052.3,S22
07.06.2016,30051.2,S23
08.06.2016,29395.5,S0
08.06.2016,28368.8,S1
08.06.2016,27872.7,S2
08.06.2016,27015.1,S3
08.06.2016,25814.8,S4
08.06.2016,24301.7,S5
08.06.2016,23921.8,S6
08.06.2016,25472.9,S7
08.06.2016,29690.7,S8
08.06.2016,32065.8,S9
08.06.2016,33010.4,S10
08.06.2016,33880.9,S11
08.06.2016,32913.4,S12
08.06.2016,33261.5,S13
08.06.2016,33994.5,S14
08.06.2016,33707.0,S15
08.06.2016,33179.9,S16
08.06.2016,32461.0,S17
08.06.2016,32032.2,S18
08.06.2016,31898.1,S19
08.06.2016,31316.7,S20
08.06.2016,31915.5,S21
08.06.2016,32253.7,S22
08.06.2016,30765.2,S23
09.06.2016,29381.8,S0
09.06.2016,28441.2,S1
09.06.2016,27850.7,S2
09.06.2016,26871.5,S3
09.06.2016,25865.1,S4
09.06.2016,24380.6,S5
09.06.2016,24076.1,S6
09.06.2016,25355.4,S7
09.06.2016,29404.8,S8
09.06.2016,31950.2,S9
09.06.2016,32572.2,S10
09.06.2016,33579.3,S11
09.06.2016,32429.2,S12
09.06.2016,32944.9,S13
09.06.2016,33508.0,S14
09.06.2016,33222.9,S15
09.06.2016,32928.7,S16
09.06.2016,32117.2,S17
09.06.2016,31494.6,S18
09.06.2016,31443.2,S19
09.06.2016,31059.1,S20
09.06.2016,31828.0,S21
09.06.2016,32202.5,S22
09.06.2016,30832.0,S23
10.06.2016,29713.2,S0
10.06.2016,28692.9,S1
10.06.2016,27919.3,S2
10.06.2016,27037.3,S3
10.06.2016,25922.5,S4
10.06.2016,24245.0,S5
10.06.2016,24023.9,S6
10.06.2016,25439.0,S7
10.06.2016,29485.7,S8
10.06.2016,32074.9,S9
10.06.2016,32970.0,S10
10.06.2016,33916.5,S11
10.06.2016,32435.7,S12
10.06.2016,31600.3,S13
10.06.2016,33280.9,S14
10.06.2016,33317.8,S15
10.06.2016,32968.6,S16
10.06.2016,32344.0,S17
10.06.2016,31644.7,S18
10.06.2016,31592.6,S19
10.06.2016,30971.0,S20
10.06.2016,31754.1,S21
10.06.2016,32229.2,S22
10.06.2016,30946.5,S23
11.06.2016,29522.2,S0
11.06.2016,28833.7,S1
11.06.2016,27954.9,S2
11.06.2016,26960.4,S3
11.06.2016,25555.9,S4
11.06.2016,23985.8,S5
11.06.2016,23608.3,S6
11.06.2016,24627.8,S7
11.06.2016,28126.7,S8
11.06.2016,30211.6,S9
11.06.2016,31463.7,S10
11.06.2016,32412.4,S11
11.06.2016,31701.4,S12
11.06.2016,31922.5,S13
11.06.2016,32147.2,S14
11.06.2016,31480.7,S15
11.06.2016,31197.5,S16
11.06.2016,30518.4,S17
11.06.2016,30625.1,S18
11.06.2016,30998.6,S19
11.06.2016,30466.5,S20
11.06.2016,31006.8,S21
11.06.2016,31271.4,S22
11.06.2016,30132.2,S23
12.06.2016,28715.2,S0
12.06.2016,27772.1,S1
12.06.2016,26877.9,S2
12.06.2016,25588.3,S3
12.06.2016,24146.1,S4
12.06.2016,22397.5,S5
12.06.2016,21635.6,S6
12.06.2016,21660.0,S7
12.06.2016,22823.6,S8
12.06.2016,24283.8,S9
12.06.2016,25774.3,S10
12.06.2016,26910.4,S11
12.06.2016,26981.8,S12
12.06.2016,27491.4,S13
12.06.2016,27749.4,S14
12.06.2016,27646.9,S15
12.06.2016,27637.4,S16
12.06.2016,27593.6,S17
12.06.2016,28090.3,S18
12.06.2016,28659.4,S19
12.06.2016,28664.8,S20
12.06.2016,29296.6,S21
12.06.2016,29513.8,S22
12.06.2016,28749.3,S23
13.06.2016,27729.5,S0
13.06.2016,26852.3,S1
13.06.2016,26155.5,S2
13.06.2016,25242.2,S3
13.06.2016,23880.3,S4
13.06.2016,22609.5,S5
13.06.2016,22423.2,S6
13.06.2016,24511.8,S7
13.06.2016,29474.8,S8
13.06.2016,32622.3,S9
13.06.2016,33868.7,S10
13.06.2016,34663.3,S11
13.06.2016,33585.4,S12
13.06.2016,34389.3,S13
13.06.2016,35418.2,S14
13.06.2016,34990.1,S15
13.06.2016,34760.9,S16
13.06.2016,33781.3,S17
13.06.2016,32750.2,S18
13.06.2016,32666.5,S19
13.06.2016,32167.0,S20
13.06.2016,32707.6,S21
13.06.2016,33302.1,S22
13.06.2016,32216.1,S23
14.06.2016,30662.0,S0
14.06.2016,29643.9,S1
14.06.2016,28586.3,S2
14.06.2016,27465.0,S3
14.06.2016,26282.4,S4
14.06.2016,24808.2,S5
14.06.2016,24262.9,S6
14.06.2016,25849.6,S7
14.06.2016,29975.5,S8
14.06.2016,32348.0,S9
14.06.2016,33577.8,S10
14.06.2016,34294.9,S11
14.06.2016,33249.2,S12
14.06.2016,34036.6,S13
14.06.2016,34698.8,S14
14.06.2016,34617.0,S15
14.06.2016,34338.8,S16
14.06.2016,33224.7,S17
14.06.2016,32380.9,S18
14.06.2016,32108.3,S19
14.06.2016,31485.7,S20
14.06.2016,32248.5,S21
14.06.2016,32842.0,S22
14.06.2016,31719.0,S23
15.06.2016,30552.3,S0
15.06.2016,29476.3,S1
15.06.2016,28609.1,S2
15.06.2016,27713.4,S3
15.06.2016,26650.5,S4
15.06.2016,25154.4,S5
15.06.2016,24733.0,S6
15.06.2016,25957.0,S7
15.06.2016,30552.1,S8
15.06.2016,33180.4,S9
15.06.2016,34438.1,S10
15.06.2016,35032.0,S11
15.06.2016,34397.2,S12
15.06.2016,34758.4,S13
15.06.2016,35488.8,S14
15.06.2016,35066.8,S15
15.06.2016,34730.8,S16
15.06.2016,33679.9,S17
15.06.2016,32709.0,S18
15.06.2016,32542.3,S19
15.06.2016,31938.5,S20
15.06.2016,32666.9,S21
15.06.2016,33472.5,S22
15.06.2016,32485.5,S23
16.06.2016,31126.6,S0
16.06.2016,30191.7,S1
16.06.2016,29189.8,S2
16.06.2016,28103.9,S3
16.06.2016,26942.9,S4
16.06.2016,25457.2,S5
16.06.2016,25140.8,S6
16.06.2016,26599.6,S7
16.06.2016,30875.8,S8
16.06.2016,33454.6,S9
16.06.2016,34540.3,S10
16.06.2016,35388.9,S11
16.06.2016,34395.1,S12
16.06.2016,35369.3,S13
16.06.2016,36266.2,S14
16.06.2016,36047.4,S15
16.06.2016,35747.8,S16
16.06.2016,34836.7,S17
16.06.2016,33508.6,S18
16.06.2016,33680.3,S19
16.06.2016,33048.5,S20
16.06.2016,33839.4,S21
16.06.2016,34354.3,S22
16.06.2016,33157.3,S23
17.06.2016,31748.4,S0
17.06.2016,30284.3,S1
17.06.2016,29379.8,S2
17.06.2016,28281.0,S3
17.06.2016,27232.0,S4
17.06.2016,25551.0,S5
17.06.2016,25391.3,S6
17.06.2016,26976.4,S7
17.06.2016,31123.7,S8
17.06.2016,33654.5,S9
17.06.2016,34685.8,S10
17.06.2016,35645.9,S11
17.06.2016,34075.3,S12
17.06.2016,33712.3,S13
17.06.2016,36399.8,S14
17.06.2016,36483.6,S15
17.06.2016,36340.1,S16
17.06.2016,35265.4,S17
17.06.2016,34102.1,S18
17.06.2016,33854.8,S19
17.06.2016,33101.5,S20
17.06.2016,33825.8,S21
17.06.2016,34509.8,S22
17.06.2016,33328.3,S23
18.06.2016,31946.5,S0
18.06.2016,30963.5,S1
18.06.2016,29863.1,S2
18.06.2016,28724.9,S3
18.06.2016,27488.4,S4
18.06.2016,25968.6,S5
18.06.2016,25291.7,S6
18.06.2016,26249.0,S7
18.06.2016,29737.6,S8
18.06.2016,32250.5,S9
18.06.2016,33877.4,S10
18.06.2016,34926.2,S11
18.06.2016,34874.2,S12
18.06.2016,35369.1,S13
18.06.2016,35942.6,S14
18.06.2016,35445.7,S15
18.06.2016,34781.7,S16
18.06.2016,33788.0,S17
18.06.2016,33752.5,S18
18.06.2016,33828.1,S19
18.06.2016,33215.4,S20
18.06.2016,33821.0,S21
18.06.2016,33219.7,S22
18.06.2016,32071.9,S23
19.06.2016,31195.7,S0
19.06.2016,30191.4,S1
19.06.2016,29197.8,S2
19.06.2016,27356.9,S3
19.06.2016,26416.4,S4
19.06.2016,24440.1,S5
19.06.2016,23572.0,S6
19.06.2016,23876.4,S7
19.06.2016,25084.5,S8
19.06.2016,26884.3,S9
19.06.2016,28618.0,S10
19.06.2016,29858.9,S11
19.06.2016,30317.1,S12
19.06.2016,31219.3,S13
19.06.2016,31572.2,S14
19.06.2016,31449.0,S15
19.06.2016,31337.1,S16
19.06.2016,30889.6,S17
19.06.2016,31140.3,S18
19.06.2016,31718.9,S19
19.06.2016,31386.4,S20
19.06.2016,31263.3,S21
19.06.2016,32202.8,S22
19.06.2016,31517.1,S23
20.06.2016,30757.7,S0
20.06.2016,29688.7,S1
20.06.2016,28737.1,S2
20.06.2016,27526.7,S3
20.06.2016,26103.1,S4
20.06.2016,24588.2,S5
20.06.2016,24399.1,S6
20.06.2016,26561.7,S7
20.06.2016,32131.2,S8
20.06.2016,35737.1,S9
20.06.2016,37537.3,S10
20.06.2016,38750.5,S11
20.06.2016,38322.1,S12
20.06.2016,38976.6,S13
20.06.2016,39532.2,S14
20.06.2016,39429.4,S15
20.06.2016,39585.0,S16
20.06.2016,38236.3,S17
20.06.2016,36956.3,S18
20.06.2016,36533.7,S19
20.06.2016,35654.8,S20
20.06.2016,36315.3,S21
20.06.2016,36879.1,S22
20.06.2016,35565.5,S23
21.06.2016,34032.1,S0
21.06.2016,32993.8,S1
21.06.2016,31650.5,S2
21.06.2016,30562.5,S3
21.06.2016,29145.3,S4
21.06.2016,27477.6,S5
21.06.2016,27083.0,S6
21.06.2016,28784.0,S7
21.06.2016,33760.0,S8
21.06.2016,36933.8,S9
21.06.2016,38307.6,S10
21.06.2016,39570.8,S11
21.06.2016,38582.0,S12
21.06.2016,39110.3,S13
21.06.2016,40789.8,S14
21.06.2016,40770.7,S15
21.06.2016,40269.9,S16
21.06.2016,38940.0,S17
21.06.2016,37569.9,S18
21.06.2016,36857.8,S19
21.06.2016,35954.6,S20
21.06.2016,36610.9,S21
21.06.2016,37363.0,S22
21.06.2016,36239.5,S23
22.06.2016,35114.5,S0
22.06.2016,33816.7,S1
22.06.2016,32321.0,S2
22.06.2016,31139.9,S3
22.06.2016,29775.0,S4
22.06.2016,28151.0,S5
22.06.2016,27772.7,S6
22.06.2016,29493.7,S7
22.06.2016,34400.3,S8
22.06.2016,37578.7,S9
22.06.2016,38981.0,S10
22.06.2016,40230.2,S11
22.06.2016,39415.6,S12
22.06.2016,40340.7,S13
22.06.2016,41536.0,S14
22.06.2016,41379.5,S15
22.06.2016,41134.0,S16
22.06.2016,39804.3,S17
22.06.2016,38153.1,S18
22.06.2016,37289.7,S19
22.06.2016,36637.8,S20
22.06.2016,37230.7,S21
22.06.2016,38033.5,S22
22.06.2016,36997.0,S23
23.06.2016,35525.7,S0
23.06.2016,34188.4,S1
23.06.2016,32774.6,S2
23.06.2016,31543.3,S3
23.06.2016,30118.3,S4
23.06.2016,28470.5,S5
23.06.2016,28110.5,S6
23.06.2016,29900.2,S7
23.06.2016,34692.4,S8
23.06.2016,38180.0,S9
23.06.2016,39731.3,S10
23.06.2016,40742.4,S11
23.06.2016,40075.1,S12
23.06.2016,40995.0,S13
23.06.2016,41747.8,S14
23.06.2016,41944.4,S15
23.06.2016,41529.2,S16
23.06.2016,40059.8,S17
23.06.2016,38581.3,S18
23.06.2016,37859.1,S19
23.06.2016,36766.7,S20
23.06.2016,37384.0,S21
23.06.2016,38299.9,S22
23.06.2016,37300.5,S23
24.06.2016,35810.2,S0
24.06.2016,34749.2,S1
24.06.2016,33129.4,S2
24.06.2016,32034.7,S3
24.06.2016,30650.3,S4
24.06.2016,29001.5,S5
24.06.2016,28426.8,S6
24.06.2016,30790.1,S7
24.06.2016,35035.3,S8
24.06.2016,38448.2,S9
24.06.2016,39958.8,S10
24.06.2016,41026.3,S11
24.06.2016,40206.8,S12
24.06.2016,39469.0,S13
24.06.2016,42055.6,S14
24.06.2016,42006.8,S15
24.06.2016,41355.0,S16
24.06.2016,39802.0,S17
24.06.2016,38044.1,S18
24.06.2016,37329.3,S19
24.06.2016,36578.4,S20
24.06.2016,37349.3,S21
24.06.2016,38055.3,S22
24.06.2016,36697.7,S23
25.06.2016,35658.6,S0
25.06.2016,34521.1,S1
25.06.2016,32962.9,S2
25.06.2016,31477.4,S3
25.06.2016,30509.3,S4
25.06.2016,28585.2,S5
25.06.2016,28017.8,S6
25.06.2016,29211.4,S7
25.06.2016,33109.3,S8
25.06.2016,36179.7,S9
25.06.2016,37715.0,S10
25.06.2016,38921.4,S11
25.06.2016,38263.1,S12
25.06.2016,38972.6,S13
25.06.2016,39428.5,S14
25.06.2016,39100.4,S15
25.06.2016,38507.4,S16
25.06.2016,37401.8,S17
25.06.2016,36714.1,S18
25.06.2016,36821.7,S19
25.06.2016,35830.3,S20
25.06.2016,36536.6,S21
25.06.2016,36950.1,S22
25.06.2016,35470.5,S23
26.06.2016,34292.1,S0
26.06.2016,33277.5,S1
26.06.2016,31934.9,S2
26.06.2016,30824.9,S3
26.06.2016,28977.1,S4
26.06.2016,27022.1,S5
26.06.2016,26008.7,S6
26.06.2016,26582.0,S7
26.06.2016,28122.0,S8
26.06.2016,30103.4,S9
26.06.2016,31330.7,S10
26.06.2016,32556.6,S11
26.06.2016,32619.3,S12
26.06.2016,33577.7,S13
26.06.2016,33931.1,S14
26.06.2016,33715.3,S15
26.06.2016,33343.9,S16
26.06.2016,33035.0,S17
26.06.2016,32841.9,S18
26.06.2016,33258.6,S19
26.06.2016,32993.6,S20
26.06.2016,33438.6,S21
26.06.2016,34359.4,S22
26.06.2016,33503.1,S23
27.06.2016,32753.4,S0
27.06.2016,31795.5,S1
27.06.2016,30821.5,S2
27.06.2016,29589.2,S3
27.06.2016,28315.3,S4
27.06.2016,26579.6,S5
27.06.2016,26388.1,S6
27.06.2016,28367.7,S7
27.06.2016,33977.3,S8
27.06.2016,37504.3,S9
27.06.2016,39356.3,S10
27.06.2016,40543.8,S11
27.06.2016,39628.6,S12
27.06.2016,40325.5,S13
27.06.2016,41049.0,S14
27.06.2016,41006.0,S15
27.06.2016,40466.9,S16
27.06.2016,38727.0,S17
27.06.2016,37219.0,S18
27.06.2016,36048.0,S19
27.06.2016,35666.5,S20
27.06.2016,36233.6,S21
27.06.2016,37096.2,S22
27.06.2016,35966.6,S23
28.06.2016,34507.8,S0
28.06.2016,33509.1,S1
28.06.2016,32123.5,S2
28.06.2016,30979.2,S3
28.06.2016,29800.1,S4
